x,y,L
0.8273000035635103,-0.6479480861007281,1
0.916333322834716,0.2942142484232922,1
0.4455504113778963,-0.5426942502756325,1
0.07108559257996117,0.7342060455133328,1
0.4541183359619083,0.5721048932887726,1
0.5962537842837075,-0.17560010021719097,1
0.04360894698876683,0.1773233399331685,1
0.9637653822149224,0.19982647707373793,1
0.9083056213943264,-0.6033741628118447,1
1.9822080099322918,-0.3667918216336089,1
1.3049894630191854,0.43001801887280905,1
-0.060267924742109846,0.16071137671397492,1
-0.193798021121377,-0.5100852638529891,1
1.932514417215768,0.08930564211034907,1
1.3511826393322552,-0.23996609293259227,1
0.9966281013903797,0.18541456648357407,1
0.36340201556289986,-0.23306671466195597,1
1.8489569630314322,-0.5168265876036239,1
1.354456825569288,0.6346378984002954,1
1.5668182461073146,0.13994489451593914,1
1.6127618304113756,0.20607636274767224,1
2.4597132354907907,-0.359237030174398,1
1.3284086171241762,0.10331525450938105,1
0.9618772146035486,0.30122715537827305,1
0.6964250406916332,-1.580727927282558,1
0.9593037067101897,0.13312360219996963,1
1.4419847211925172,-0.018067440229799985,1
0.48836976747645366,-0.8600319570903954,1
1.7004836658120104,-0.04334209240088871,1
0.7876060192586234,0.15736483095201884,1
1.1858976950237126,0.23271454071650974,1
1.2315222255516307,0.9579120404711436,1
0.40641549037383407,-0.3178422533674129,1
1.8855716513665772,-0.11519208887573822,1
0.6941537152048334,0.6781996484169971,1
0.889251727831619,0.6560187479557728,1
0.9705462379849799,0.2251411033489524,1
0.71083825645997,-0.2548352034065542,1
0.9319774082655378,-0.9276038035678221,1
1.7538496332132936,0.4042959582164338,1
0.9020302396967724,-0.010511204368487143,1
1.7039730940713738,0.22801328531607765,1
1.3630978077419398,0.044928530372351165,1
0.9953356744060557,-0.19698167136048403,1
0.9404326757035694,-0.37835169111050704,1
0.6123837392189302,0.41841313025871085,1
1.6489360815760516,0.4976995257178599,1
1.1670666670097791,-0.14907649620685318,1
0.6632256888407881,0.20305907727723127,1
1.165921801478834,0.07055434001484545,1
0.8993293497742142,0.2101485696488276,1
1.291800045838579,0.44932447266091846,1
1.0676183464859617,0.138990723538682,1
1.2138514839135457,-0.3734124192983438,1
0.48941475873326945,-0.8247251573381366,1
0.9953405148231422,-0.36984260803813856,1
1.4910877884652325,-0.7723566641696895,1
0.7854490882326992,0.5493182606535243,1
1.445315097973759,0.17401118239905122,1
1.564430777250783,0.12760510167806643,1
1.3337651160687618,-0.30188785342934243,1
0.892326627617514,0.11579532167231808,1
1.089252337498113,0.4996350965984388,1
1.4305564053000714,0.15016546259401292,1
0.46097870847165345,-0.612510934949941,1
0.8057248869758533,-0.3830331319218435,1
1.7241464088934002,-0.57947492191475,1
1.5747498094645564,0.4818539177958625,1
0.9317209400589496,0.005382071659255235,1
1.6497366560582574,-0.3472895376650848,1
1.325693742594218,0.7850127004621515,1
0.38337602454292374,0.35707863578729165,1
0.681778837242542,-0.036876009222720774,1
1.8182595413315337,-0.11243332296733062,1
1.3374692226749705,-0.024255592772876155,1
0.8546143153544687,-0.9415329922026527,1
0.838967643352768,0.1922916890034042,1
2.093869655062535,-0.5925371079986502,1
1.3783505409006445,0.3114553104243067,1
0.8585836655178294,0.7432724223800405,1
1.317277372031407,0.15784233458875288,1
0.48965486155913607,0.18702295407428407,1
-0.040944729586041895,-0.37313915529423564,1
0.9303815469074084,0.7452699000570424,1
1.0615512194507775,-0.3415796604970764,1
